post_date,lastpull_ts,link,price,year,make,model,body,mileage,title_type,city,state,seller,trim,ext_color,int_color,transmission,liters,cylinders,fuel_type,n_doors,ext_condition,int_condition,drive_type,VIN,n_pics
2020-03-21,1584802500,https://cars.ksl.com/listing/6324249,26850,2017,Toyota,86,Coupe,20824.0,,Farmington,UT,Dealer,,white,,,,4.0,Gasoline,2.0,,,RWD,JF1ZNAA17H9703940,4
2020-03-21,1584802500,https://cars.ksl.com/listing/6324248,23850,2018,Nissan,Rogue,Sport Utility,31109.0,,Farmington,UT,Dealer,S,gun metallic,charcoal,Automatic,,4.0,Gasoline,4.0,,,AWD,KNMAT2MVXJP584574,4
2020-03-21,1584802503,https://cars.ksl.com/listing/6324247,2200,2003,Lexus,ES 300,Sedan,161258.0,Rebuilt/Reconstructed Title,Layton,UT,Owner,,,,,,6.0,Gasoline,,,,FWD,JTHBF30G230089077,3
2020-03-21,1584802506,https://cars.ksl.com/listing/6206092,28500,2015,Ram,3500,Truck,127961.0,,West Bountiful,UT,Dealer,Tradesman,bright white clearcoat,diesel gray/black,Automatic,,6.0,Diesel,4.0,,,4-Wheel Drive,3C63R3GL0FG512552,31
2020-03-21,1584802506,https://cars.ksl.com/listing/5952720,38485,2017,Jeep,Wrangler,Convertible,94.0,,West Valley City,UT,Dealer,Sahara,granite crystal metallic clearcoat,black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1C4BJWEG3HL633567,20
2020-03-21,1584802508,https://cars.ksl.com/listing/6221352,38990,2018,Chevrolet,Silverado 2500HD,Truck,91631.0,Clean Title,South Salt Lake,UT,Dealer,LTZ,white,,Automatic,,8.0,Diesel,4.0,Excellent,Excellent,4-Wheel Drive,1GC1KWEY4JF192733,23
2020-03-21,1584802509,https://cars.ksl.com/listing/5952719,44899,2018,Jeep,Wrangler Unlimited,Convertible,25.0,,West Valley City,UT,Dealer,Sahara,bright white clearcoat,black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1C4HJWEG0JL926343,21
2020-03-21,1584802511,https://cars.ksl.com/listing/6249709,9500,2014,Chevrolet,Equinox,Sport Utility,60000.0,Rebuilt/Reconstructed Title,Orem,UT,Dealer,,,,Automatic,,6.0,Gasoline,4.0,,,AWD,2GNFLFE36E6160526,6
2020-03-21,1584802511,https://cars.ksl.com/listing/6278707,5887,2009,Scion,xB,Sedan,113000.0,Clean Title,Layton,UT,Dealer,10 Series,black,black,Automanual,,4.0,Gasoline,4.0,Very Good,Very Good,FWD,JTLKE50E391070817,10
2020-03-21,1584802512,https://cars.ksl.com/listing/6243718,11,2005,Chrysler,300,Sedan,192000.0,Rebuilt/Reconstructed Title,Grantsville,UT,Owner,Limited,gray,tan,Automatic,,6.0,Gasoline,4.0,Fair,Excellent,RWD,2C3AA53G05H122582,12
2020-03-21,1584802514,https://cars.ksl.com/listing/6206088,1000,2005,Ford,Taurus,Wagon,212875.0,Clean Title,Lindon,UT,Dealer,SE,blue,,Automatic,,6.0,Flex Fuel,4.0,,,FWD,1FAFP58265A219044,4
2020-03-21,1584802516,https://cars.ksl.com/listing/6324241,11499,2018,Nissan,Versa,Sedan,45909.0,,Murray,UT,Dealer,SV,silver,black,Automatic,,4.0,Gasoline,4.0,,,FWD,3N1CN7AP7JL868717,21
2020-03-21,1584802516,https://cars.ksl.com/listing/6206083,3200,2004,Honda,Pilot,Sport Utility,225278.0,Clean Title,Lindon,UT,Dealer,EX,blue,,Automatic,,6.0,Gasoline,4.0,,,AWD,2HKYF18434H520961,4
2020-03-21,1584802517,https://cars.ksl.com/listing/6289181,6999,2012,Honda,Civic,Sedan,74000.0,Rebuilt/Reconstructed Title,Orem,UT,Dealer,LX,,,Automatic,,4.0,Gasoline,4.0,,,,2HGFB2F52CH586608,6
2020-03-21,1584802517,https://cars.ksl.com/listing/6324240,46499,2019,Ram,3500,Truck,17475.0,,Murray,UT,Dealer,Big Horn,bright white clearcoat,diesel gray/black,Automatic,,6.0,Diesel,4.0,,,4-Wheel Drive,3C63R3HL3KG524042,13
2020-03-21,1584802518,https://cars.ksl.com/listing/6122275,58950,2019,Lincoln,Navigator,Sport Utility,19502.0,Clean Title,Bountiful,UT,Dealer,Select,black,gray,Automatic,,6.0,Gasoline,,,,4-Wheel Drive,5LMJJ2JT5KEL12299,38
2020-03-21,1584802519,https://cars.ksl.com/listing/6324239,10500,2014,Dodge,Grand Caravan,Minivan,74529.0,,Sandy,UT,Dealer,SE,brilliant black crystal pearlcoat,black/light graystone,Automatic,,6.0,Flex Fuel,4.0,,,,2C4RDGBG4ER103935,1
2020-03-21,1584802520,https://cars.ksl.com/listing/6289000,18290,2015,Honda,CR-V,Sport Utility,71028.0,Clean Title,St. George,UT,Dealer,EX-L,copper sunset pearl,black,Automatic,,4.0,Gasoline,4.0,,,4-Wheel Drive,2HKRM4H74FH646965,1
2020-03-21,1584802521,https://cars.ksl.com/listing/5972398,5500,2013,Honda,Insight,Hatchback,122000.0,Rebuilt/Reconstructed Title,Orem,UT,Dealer,LX,,,Automatic,,4.0,Hybrid,4.0,,,,JHMZE2H53DS005688,6
2020-03-21,1584802522,https://cars.ksl.com/listing/6206079,15265,2018,Chevrolet,Malibu,Sedan,37842.0,Clean Title,Salt Lake City,UT,Dealer,LT,sandy ridge metallic,jet black,Automatic,,4.0,Gasoline,4.0,,,,1G1ZD5ST6JF216698,22
2020-03-21,1584802523,https://cars.ksl.com/listing/6023795,41435,2018,Jeep,Wrangler Unlimited,Convertible,25.0,,West Valley City,UT,Dealer,Sport S,granite crystal metallic clearcoat,black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1C4HJWDG6JL925392,19
2020-03-21,1584802523,https://cars.ksl.com/listing/6221349,42995,2019,Ford,F-250,Truck,15742.0,,Boise,ID,Dealer,,magnetic metallic,medium earth gray,Automatic,,8.0,Diesel,,,,4-Wheel Drive,1FT7W2BT8KEF52240,32
2020-03-21,1584802524,https://cars.ksl.com/listing/5952710,41435,2018,Jeep,Wrangler Unlimited,Convertible,25.0,,West Valley City,UT,Dealer,Sport S,rhino clearcoat,black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1C4HJWDG2JL925406,22
2020-03-21,1584802525,https://cars.ksl.com/listing/6217630,23950,2018,BMW,3 Series,Sedan,3868.0,Clean Title,Bountiful,UT,Dealer,320i xDrive,black,black,Automatic,,4.0,Gasoline,,,,AWD,WBA8A3C5XJA499827,35
2020-03-21,1584802526,https://cars.ksl.com/listing/5952708,41485,2018,Jeep,Wrangler Unlimited,Convertible,25.0,,West Valley City,UT,Dealer,Sport S,bright white clearcoat,black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1C4HJWDG8JL925300,22
2020-03-21,1584802526,https://cars.ksl.com/listing/6289280,5990,2013,Ford,Escape,Sport Utility,132682.0,Clean Title,Sandy,UT,Dealer,S,,,Automatic,,4.0,Gasoline,,,,FWD,1FMCU0F77DUD11800,14
2020-03-21,1584802527,https://cars.ksl.com/listing/6291640,3800,2007,Lincoln,MKZ,Sedan,151000.0,Clean Title,Farr West,UT,Owner,,red,creme,Automatic,,6.0,Gasoline,4.0,Very Good,Very Good,FWD,3LNHM26T17R638736,12
2020-03-21,1584802527,https://cars.ksl.com/listing/6299278,12355,2011,Buick,Enclave,Sport Utility,131854.0,,Twin Falls,ID,Dealer,CXL-1,red jewel tintcoat,titanium /dk titanium accent,Automatic,,6.0,Gasoline,,,,AWD,5GAKVBED7BJ352735,21
2020-03-21,1584802529,https://cars.ksl.com/listing/6107081,33500,2018,GMC,1500,Truck,2097.0,,Ogden,UT,Dealer,SLT,red,cocoa/dune,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,3GTU2NEC1JG587446,38
2020-03-21,1584802530,https://cars.ksl.com/listing/6299276,31988,2019,Jeep,Grand Cherokee,Sport Utility,21659.0,,Twin Falls,ID,Dealer,Limited,bright white clear coat,black,Automatic,,6.0,Gasoline,,,,4-Wheel Drive,1C4RJFBG8KC758171,9
2020-03-21,1584802530,https://cars.ksl.com/listing/5952707,41985,2018,Jeep,Wrangler Unlimited,Convertible,9.0,,West Valley City,UT,Dealer,Sport S,granite crystal metallic clearcoat,black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1C4HJWDG2JL925387,22
2020-03-21,1584802531,https://cars.ksl.com/listing/6107078,23000,2019,Subaru,WRX,Sedan,3416.0,,Ogden,UT,Dealer,Premium,silver,carbon black,Automatic,,4.0,Gasoline,4.0,,,AWD,JF1VA1F65K8812196,41
2020-03-21,1584802533,https://cars.ksl.com/listing/5750158,7995,2007,GMC,Yukon Denali,Sport Utility,157025.0,Clean Title,Midvale,UT,Dealer,,white,beige,Automatic,,8.0,Gasoline,5.0,Very Good,Very Good,4-Wheel Drive,1GKFK63837J375866,18
2020-03-21,1584802533,https://cars.ksl.com/listing/6221342,29725,2015,Ford,Expedition EL,Sport Utility,78435.0,,Rock Springs,WY,Dealer,Platinum,ingot silver metallic,ebony,Automatic,,6.0,Gasoline,,,,4-Wheel Drive,1FMJK1MT4FEF50236,54
2020-03-21,1584802534,https://cars.ksl.com/listing/6289274,21680,2015,Jeep,Grand Cherokee,Wagon,69421.0,Clean Title,Woods Cross,UT,Dealer,Limited,white,black,Automatic,,6.0,Gasoline,,,,4-Wheel Drive,1C4RJFBG7FC679502,14
2020-03-21,1584802535,https://cars.ksl.com/listing/6021120,7995,2015,Volkswagen,Golf,Hatchback,99562.0,Clean Title,Midvale,UT,Dealer,TSI SE,red,gray,Automatic,,4.0,Gasoline,,Excellent,Excellent,FWD,3VW217AU4FM066313,17
2020-03-21,1584802535,https://cars.ksl.com/listing/6289273,14869,2011,Infiniti,M37,Sedan,78228.0,Clean Title,Woods Cross,UT,Dealer,,white,beige,Automatic,,6.0,Gasoline,,,,AWD,JN1BY1AR0BM371906,5
2020-03-21,1584802536,https://cars.ksl.com/listing/6324235,6995,2008,Mazda,Mazda6,Sedan,,,Murray,UT,Dealer,i Sport VE,volcanic red,black,Automatic,,4.0,Gasoline,4.0,,,,1YVHP80CX85M36757,28
2020-03-21,1584802537,https://cars.ksl.com/listing/6324234,13439,2017,Toyota,Yaris,Sedan,31553.0,,Murray,UT,Dealer,,abyss,,,,4.0,Gasoline,4.0,,,FWD,3MYDLBYVXHY169210,16
2020-03-21,1584802538,https://cars.ksl.com/listing/6157561,17269,2018,Toyota,Camry,Sedan,46277.0,Clean Title,Lindon,UT,Dealer,LE,silver,,Automatic,,4.0,Gasoline,4.0,,,FWD,4T1B11HKXJU610284,25
2020-03-21,1584802539,https://cars.ksl.com/listing/6289271,17894,2013,Nissan,Pathfinder,Wagon,45353.0,Clean Title,Woods Cross,UT,Dealer,SL,red,black,Automatic,,6.0,Gasoline,,,,4-Wheel Drive,5N1AR2MM5DC640028,15
2020-03-21,1584802541,https://cars.ksl.com/listing/6289270,13743,2011,Subaru,Outback,Wagon,79207.0,Clean Title,Woods Cross,UT,Dealer,2.5i Limited Pwr Moon/Nav,black,beige,Automatic,,4.0,Gasoline,,,,AWD,4S4BRBLC2B3409601,13
2020-03-21,1584802541,https://cars.ksl.com/listing/6184482,9995,2010,Subaru,Forester,Wagon,71785.0,Clean Title,Midvale,UT,Dealer,2.5XT Touring,gray,gray,Automatic,,4.0,Gasoline,5.0,Excellent,Excellent,AWD,JF2SH6BC0AH768142,16
2020-03-21,1584802542,https://cars.ksl.com/listing/6288993,14728,2017,Ford,Fusion,Sedan,25318.0,,American Fork,UT,Dealer,SE,burgundy velvet metallic tinted clearcoat,ebony,Automatic,,4.0,Gasoline,4.0,,,FWD,3FA6P0H73HR185380,25
2020-03-21,1584802543,https://cars.ksl.com/listing/6183714,3995,2009,Toyota,Camry,Sedan,93025.0,Rebuilt/Reconstructed Title,Midvale,UT,Dealer,LE,white,beige,Automatic,,4.0,Gasoline,4.0,Very Good,Very Good,FWD,4T4BE46K69R060379,18
2020-03-21,1584802543,https://cars.ksl.com/listing/6288992,25124,2018,Ford,Edge,Sport Utility,40753.0,,American Fork,UT,Dealer,Titanium,white gold metallic,ebony,Automatic,,6.0,Gasoline,4.0,,,AWD,2FMPK4K8XJBB86936,27
2020-03-21,1584802544,https://cars.ksl.com/listing/6307507,16884,2017,Ford,Escape,Sport Utility,41265.0,,Idaho Falls,ID,Dealer,SE,lightning blue metallic,medium light stone,Automatic,,4.0,Gasoline,,,,4-Wheel Drive,1FMCU9GD8HUC10733,27
2020-03-21,1584802544,https://cars.ksl.com/listing/6251290,8995,2013,Honda,Civic,Sedan,84495.0,Clean Title,Midvale,UT,Dealer,LX,gray,black,Automatic,,4.0,Gasoline,4.0,Very Good,Very Good,FWD,19XFB2F51DE020158,17
2020-03-21,1584802545,https://cars.ksl.com/listing/6031011,17310,2018,Dodge,Grand Caravan,Minivan,37350.0,Clean Title,Lindon,UT,Dealer,SXT,octane red pearlcoat,black/light graystone,Automatic,,6.0,Flex Fuel,4.0,,,,2C4RDGCG8JR302186,25
2020-03-21,1584802546,https://cars.ksl.com/listing/6254916,17299,2016,Honda,HR-V,Sport Utility,29598.0,,Boise,ID,Dealer,EX-L with Navi,modern steel metallic,black,Automatic,,4.0,Gasoline,4.0,,,FWD,3CZRU5H70GM728574,23
2020-03-21,1584802546,https://cars.ksl.com/listing/6041100,18885,2018,Toyota,Camry,Sedan,39833.0,Clean Title,Lindon,UT,Dealer,SE,blue,,Automatic,,4.0,Gasoline,4.0,,,FWD,4T1B11HKXJU590988,25
2020-03-21,1584802547,https://cars.ksl.com/listing/6324229,4000,1986,Chevrolet,C/K 2500,Truck,62406.0,Clean Title,Saratoga Springs,UT,Owner,,tan,tan,Automatic,,8.0,Gasoline,2.0,Good,Good,4-Wheel Drive,1GCGK24M1GS118641,10
2020-03-21,1584802547,https://cars.ksl.com/listing/6324230,38677,2019,Chevrolet,Colorado,Truck,7880.0,,Murray,UT,Dealer,4WD ZR2,cajun red tintcoat,jet black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1GCGTEENXK1119596,1
2020-03-21,1584802549,https://cars.ksl.com/listing/6324228,15477,2015,Audi,A4,Sedan,51081.0,,Murray,UT,Dealer,Premium,silver,black,Automatic,,4.0,Gasoline,4.0,,,AWD,WAUBFAFL6FN019174,30
2020-03-21,1584802550,https://cars.ksl.com/listing/6107076,17995,2010,Toyota,Sequoia,Sport Utility,151172.0,Clean Title,Orem,UT,Dealer,Platinum,blue,graphite,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,5TDDY5G13AS024071,42
2020-03-21,1584802550,https://cars.ksl.com/listing/6251788,13000,1983,Jeep,CJ,Sport Utility,60000.0,Clean Title,Heber City,UT,Owner,CJ7,blue,black,Manual,,8.0,Gasoline,3.0,Good,Excellent,4-Wheel Drive,1JCBN87A1DT029355,1
2020-03-21,1584802551,https://cars.ksl.com/listing/6324227,30977,2017,Jeep,Grand Cherokee,Sport Utility,21055.0,,Murray,UT,Dealer,Limited,granite crystal metallic clearcoat,black,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,1C4RJFBT7HC749998,37
2020-03-21,1584802552,https://cars.ksl.com/listing/6324226,23948,2019,GMC,Terrain,Sport Utility,15407.0,,Murray,UT,Dealer,SLT,quicksilver metallic,jet black,Automatic,,4.0,Gasoline,4.0,,,AWD,3GKALVEVXKL361744,37
2020-03-21,1584802552,https://cars.ksl.com/listing/6324225,17977,2017,Mitsubishi,Lancer,Sedan,36846.0,,Murray,UT,Dealer,,gray,black,Automatic,,4.0,Gasoline,4.0,,,AWD,JA32V2FW1HU003378,0
2020-03-21,1584802553,https://cars.ksl.com/listing/6107073,31495,2016,Ford,F-150,Truck,49495.0,Clean Title,Orem,UT,Dealer,XLT,white,medium earth gray,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1FTFW1EG9GFA40699,29
2020-03-21,1584802554,https://cars.ksl.com/listing/6324224,13978,2015,Chevrolet,Impala,Sedan,74363.0,,Murray,UT,Dealer,LT,silver ice metallic,jet black,Automatic,,6.0,Gasoline,4.0,,,,2G1125S38F9236681,1
2020-03-21,1584802554,https://cars.ksl.com/listing/6324223,17977,2017,Chevrolet,Malibu,Sedan,23225.0,,Murray,UT,Dealer,LT,iridescent pearl tricoat,jet black,Automatic,,4.0,Gasoline,4.0,,,,1G1ZE5ST5HF209782,1
2020-03-21,1584802555,https://cars.ksl.com/listing/6270271,35995,2019,Ford,F-150,Truck,13100.0,Clean Title,Orem,UT,Dealer,XLT,gray,medium earth gray,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1FTEW1E41KKD09179,34
2020-03-21,1584802555,https://cars.ksl.com/listing/5952706,41435,2018,Jeep,Wrangler Unlimited,Convertible,25.0,,West Valley City,UT,Dealer,Sport S,firecracker red clearcoat,black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1C4HJWDG7JL925336,21
2020-03-21,1584802556,https://cars.ksl.com/listing/5952702,41485,2018,Jeep,Wrangler Unlimited,Convertible,25.0,,West Valley City,UT,Dealer,Sport S,granite crystal metallic clearcoat,black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1C4HJWDG4JL925388,22
2020-03-21,1584802557,https://cars.ksl.com/listing/6289258,10995,2007,GMC,Yukon Denali,Sport Utility,153628.0,Clean Title,Roy,UT,Dealer,,white,black,Automatic,,8.0,Gasoline,,,,4-Wheel Drive,1GKFK63847J203023,34
2020-03-21,1584802557,https://cars.ksl.com/listing/6220831,27995,2019,Dodge,Durango,Sport Utility,22527.0,,Bountiful,UT,Dealer,GT Plus,db black clearcoat,black,Automatic,3.6,6.0,Gasoline,4.0,,,4-Wheel Drive,1C4RDJDG5KC548747,30
2020-03-21,1584802559,https://cars.ksl.com/listing/6041096,15877,2018,Ford,Fusion Hybrid,Sedan,36288.0,Clean Title,Lindon,UT,Dealer,SE,silver,,Automatic,,4.0,Hybrid,4.0,,,FWD,3FA6P0LU3JR269766,24
2020-03-21,1584802560,https://cars.ksl.com/listing/6324216,700,2000,Toyota,Camry,Sedan,190000.0,Clean Title,Eagle Mountain,UT,Owner,,,,,,4.0,Gasoline,,,,FWD,JT2BG22K9Y0380927,1
2020-03-21,1584802560,https://cars.ksl.com/listing/6289256,18995,2013,Ford,F-150,Truck,128654.0,Clean Title,Roy,UT,Dealer,Lariat,white,black,Automatic,,6.0,Gasoline,,,,4-Wheel Drive,1FTFW1ET1DKF75073,32
2020-03-21,1584802561,https://cars.ksl.com/listing/6273580,5700,2007,Mini,Cooper,Hatchback,86440.0,Clean Title,Logan,UT,Owner,S,red,black,Manual,,4.0,Gasoline,2.0,Excellent,Very Good,FWD,WMWMF73587TL85507,11
2020-03-21,1584802561,https://cars.ksl.com/listing/6220829,27654,2019,Dodge,Durango,Sport Utility,23815.0,,Bountiful,UT,Dealer,GT Plus,granite clearcoat,black,Automatic,3.6,6.0,Gasoline,4.0,,,4-Wheel Drive,1C4RDJDG1KC535493,30
2020-03-21,1584802562,https://cars.ksl.com/listing/5952701,34335,2018,Jeep,Wrangler Unlimited,Convertible,25.0,,West Valley City,UT,Dealer,Sport S,black clearcoat,black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1C4HJWDG2JL925289,21
2020-03-21,1584802563,https://cars.ksl.com/listing/6220827,29992,2019,Ford,Explorer,Sport Utility,27049.0,,Bountiful,UT,Dealer,Limited,agate black metallic,ebony,Automatic,2.3,4.0,Gasoline,4.0,,,AWD,1FM5K8FH7KGA00191,30
2020-03-21,1584802566,https://cars.ksl.com/listing/6149136,31500,2017,Ram,1500,Truck,55000.0,Clean Title,Payson,UT,Owner,Laramie,black,black,Automatic,,8.0,Gasoline,4.0,Excellent,Excellent,4-Wheel Drive,1C6RR7VTXHS619396,15
2020-03-21,1584802567,https://cars.ksl.com/listing/6220826,26495,2019,Dodge,Durango,Sport Utility,31723.0,,Bountiful,UT,Dealer,GT Plus,db black clearcoat,black,Automatic,3.6,6.0,Gasoline,4.0,,,4-Wheel Drive,1C4RDJDG7KC535546,30
2020-03-21,1584802568,https://cars.ksl.com/listing/5952698,45983,2018,Jeep,Wrangler Unlimited,Convertible,10.0,,West Valley City,UT,Dealer,Rubicon,billet silver metallic clearcoat,black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1C4HJWFG0JL898672,21
2020-03-21,1584802569,https://cars.ksl.com/listing/6157558,14857,2018,Nissan,Altima,Sedan,47046.0,Clean Title,Lindon,UT,Dealer,2.5 SV,super black,charcoal,Automatic,,4.0,Gasoline,4.0,,,FWD,1N4AL3AP7JC187865,25
2020-03-21,1584802569,https://cars.ksl.com/listing/6041094,36568,2018,Chevrolet,Suburban,Sport Utility,46954.0,Clean Title,Lindon,UT,Dealer,LT,silver ice metallic,cocoa/dune,Automatic,,8.0,Flex Fuel,4.0,,,4-Wheel Drive,1GNSKHKC9JR347954,25
2020-03-21,1584802571,https://cars.ksl.com/listing/6254293,399,2006,Toyota,Sienna,Van,188191.0,Clean Title,Midvale,UT,Dealer,,blue,,Automatic,,6.0,Gasoline,4.0,,,FWD,5TDZA23C06S474901,12
2020-03-21,1584802573,https://cars.ksl.com/listing/6254292,3999,2013,Hyundai,Elantra,Coupe,100848.0,Rebuilt/Reconstructed Title,Midvale,UT,Dealer,SE,grey,,Automatic,,4.0,Gasoline,2.0,,,FWD,KMHDH6AE2DU003967,31
2020-03-21,1584802573,https://cars.ksl.com/listing/6254290,999,2003,Volvo,V70,Wagon,167000.0,Rebuilt/Reconstructed Title,Midvale,UT,Dealer,,silver,,Automatic,,5.0,Gasoline,4.0,,,AWD,YV1SZ59H331112191,30
2020-03-21,1584802574,https://cars.ksl.com/listing/5952696,50985,2018,Jeep,Wrangler Unlimited,Convertible,15.0,,West Valley City,UT,Dealer,Rubicon,black clearcoat,black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1C4HJWFG6JL898675,21
2020-03-21,1584802576,https://cars.ksl.com/listing/5952695,39985,2018,Jeep,Wrangler Unlimited,Convertible,52.0,,West Valley City,UT,Dealer,Sport S,bright white clearcoat,black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1C4HJWDG3JL898653,22
2020-03-21,1584802576,https://cars.ksl.com/listing/6041082,11320,2018,Ford,Fiesta,Sedan,32280.0,Clean Title,Salt Lake City,UT,Dealer,SE,silver,,,,4.0,Gasoline,4.0,,,,3FADP4EJ5JM122167,23
2020-03-21,1584802577,https://cars.ksl.com/listing/5952693,41435,2018,Jeep,Wrangler Unlimited,Convertible,25.0,,West Valley City,UT,Dealer,Sport S,billet silver metallic clearcoat,black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1C4HJWDG0JL925260,14
2020-03-21,1584802578,https://cars.ksl.com/listing/6107054,42599,2018,GMC,Yukon XL,Sport Utility,20225.0,,Lindon,UT,Dealer,Denali,black,jet black,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,1GKS2HKJ8JR278122,74
2020-03-21,1584802578,https://cars.ksl.com/listing/6202795,25545,2019,Ford,Transit,Van,37783.0,Clean Title,Salt Lake City,UT,Dealer,,white,,Automatic,,6.0,Flex Fuel,3.0,,,,1FBZX2YM6KKA01946,23
2020-03-21,1584802580,https://cars.ksl.com/listing/6213625,10000,2016,Ford,Focus,Sedan,24592.0,,Salt Lake City,UT,Dealer,SE,gray,charcoal black,Automatic,,4.0,Flex Fuel,4.0,,,,1FADP3F29GL209470,56
2020-03-21,1584802582,https://cars.ksl.com/listing/6041081,15948,2018,Dodge,Grand Caravan,Minivan,48793.0,Clean Title,Salt Lake City,UT,Dealer,SXT,black onyx crystal pearlcoat,black/light graystone,Automatic,,6.0,Flex Fuel,4.0,,,,2C4RDGCG6JR301618,23
2020-03-21,1584802582,https://cars.ksl.com/listing/6107051,10928,2018,Ford,Focus,Sedan,17432.0,,Salt Lake City,UT,Dealer,SEL,gray,charcoal black,Automatic,,4.0,Flex Fuel,4.0,,,,1FADP3H20JL236822,61
2020-03-21,1584802583,https://cars.ksl.com/listing/6107049,10000,2011,Honda,Pilot,Sport Utility,139775.0,,Salt Lake City,UT,Dealer,EX-L,blue,beige,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,5FNYF4H56BB094947,67
2020-03-21,1584802585,https://cars.ksl.com/listing/6041076,15842,2018,Dodge,Grand Caravan,Minivan,50672.0,Clean Title,Salt Lake City,UT,Dealer,SXT,white knuckle clearcoat,black/light graystone,Automatic,,6.0,Flex Fuel,4.0,,,,2C4RDGCG7JR302194,22
2020-03-21,1584802587,https://cars.ksl.com/listing/6049245,18303,2018,Dodge,Grand Caravan,Minivan,30075.0,Clean Title,Salt Lake City,UT,Dealer,GT,black onyx crystal pearlcoat,black,Automatic,,6.0,Flex Fuel,4.0,,,,2C4RDGEG8JR275438,23
2020-03-21,1584802587,https://cars.ksl.com/listing/6107046,8500,2017,Nissan,Sentra,Sedan,51874.0,,Salt Lake City,UT,Dealer,SV,silver,charcoal,Automatic,,4.0,Gasoline,4.0,,,FWD,3N1AB7AP2HL672663,61
2020-03-21,1584802588,https://cars.ksl.com/listing/6025410,24577,2018,Ford,Transit,Van,50153.0,Clean Title,Salt Lake City,UT,Dealer,,white,,Automatic,,6.0,Flex Fuel,3.0,,,,1FBAX2CMXJKA02388,24
2020-03-21,1584802601,https://cars.ksl.com/listing/6107043,9000,2018,Ford,Focus,Sedan,38305.0,,Salt Lake City,UT,Dealer,SE,gold,charcoal black,Automatic,,4.0,Flex Fuel,4.0,,,,1FADP3F25JL206217,54
2020-03-21,1584802601,https://cars.ksl.com/listing/6206397,6995,2008,Nissan,Rogue,Sport Utility,129380.0,Clean Title,South Salt Lake,UT,Dealer,SL,silver,gray,CVT,,4.0,Gasoline,5.0,Excellent,Excellent,AWD,JN8AS58V28W404460,19
2020-03-21,1584802602,https://cars.ksl.com/listing/6220812,16199,2019,Honda,Civic,Sedan,2684.0,,Woods Cross,UT,Dealer,Sport,platinum white pearl,black,Automatic,,4.0,Gasoline,4.0,,,,19XFC2F8XKE212957,31
2020-03-21,1584802603,https://cars.ksl.com/listing/6122413,13995,2017,Chevrolet,Equinox,Sport Utility,83522.0,Clean Title,Springville,UT,Dealer,LS,black,cloth,Automatic,,4.0,Gasoline,,,,AWD,2GNFLEEK5H6292408,22
2020-03-21,1584802603,https://cars.ksl.com/listing/5725244,8995,2012,Jeep,Liberty,Sport Utility,126980.0,Clean Title,Salt Lake City,UT,Dealer,Sport,silver,gray,Automatic,,6.0,Gasoline,5.0,Excellent,Excellent,4-Wheel Drive,1C4PJMAK7CW172322,13
2020-03-21,1584802604,https://cars.ksl.com/listing/6023783,41435,2018,Jeep,Wrangler Unlimited,Convertible,21.0,,West Valley City,UT,Dealer,Sport S,billet silver metallic clearcoat,black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1C4HJWDG6JL925263,21
2020-03-21,1584802605,https://cars.ksl.com/listing/5697093,8995,2014,Chevrolet,Sonic,Sedan,85460.0,Clean Title,Salt Lake City,UT,Dealer,RS,white,black,Manual,,4.0,Gasoline,4.0,Excellent,Excellent,FWD,1G1JH5SB3E4232416,13
2020-03-21,1584802605,https://cars.ksl.com/listing/5952686,37985,2017,Jeep,Wrangler,Convertible,124.0,,West Valley City,UT,Dealer,Sahara,granite crystal metallic clearcoat,black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1C4BJWEG8HL633564,20
2020-03-21,1584802607,https://cars.ksl.com/listing/6220811,16999,2014,GMC,1500,Truck,91709.0,,Woods Cross,UT,Dealer,SLE,summit white,cocoa/dune,Automatic,,8.0,Flex Fuel,4.0,,,4-Wheel Drive,1GTV2UEC5EZ263713,31
